Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
01.11.2304;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 43, Segment 389. Dokumentation gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;89.61;Kabelbau
09.07.2312;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 16, Segment 147. Dokumentation gem. DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;81.75;Kabelbau
05.09.2320;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 9, Segment 416. Dokumentation gem. DIN 18300, DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;11.11;Kabelbau
01.05.2328;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 14, Segment 361. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;87.61;Kabelbau
09.06.2336;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse N2XY 4x25 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 5, Segment 79. Dokumentation gem. DIN 1045‑2, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;89.46;Kabelbau
05.05.2344;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 11, Segment 451. Dokumentation gem. DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;53.37;Kabelbau
01.09.2352;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 21, Segment 37. Dokumentation gem. DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;48.98;Kabelbau
09.02.2360;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 9, Segment 442. Dokumentation gem. DIN 4124, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;18.73;Kabelbau
05.10.2368;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 43, Segment 24. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;30.3;Kabelbau
01.12.2376;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 39, Segment 64. Dokumentation gem. DIN 18300, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;5.39;Kabelbau
09.08.2384;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 34, Segment 296. Dokumentation gem. DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;25.42;Kabelbau
05.11.2392;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 24, Segment 284. Dokumentation gem. TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;89.03;Kabelbau
01.08.2400;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 45, Segment 410. Dokumentation gem. DIN 1045‑2, DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;77.9;Kabelbau
09.04.2408;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 18, Segment 249. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;21.49;Kabelbau
05.08.2416;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 23, Segment 93. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;84.66;Kabelbau
01.06.2424;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 31, Segment 430. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;24.94;Kabelbau
09.12.2432;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 17, Segment 478. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;11.97;Kabelbau
05.01.2440;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 9, Segment 430. Dokumentation gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;15.71;Kabelbau
01.08.2448;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 44, Segment 380. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;74.64;Kabelbau
09.08.2456;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 13, Segment 54. Dokumentation gem. DIN 1045‑2, DIN 1998. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;47.2;Kabelbau
05.07.2464;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 38, Segment 276. Dokumentation gem. DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;4.36;Kabelbau
01.04.2472;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Warnband, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 39, Segment 170. Dokumentation gem. DIN 1045‑2, DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;34.16;Kabelbau
09.08.2480;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 23, Segment 73. Dokumentation gem. DIN 18300, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;73.11;Kabelbau
05.01.2488;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse N2XY 4x25 mit Kabelschutzrohr DN110, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 39, Segment 107. Dokumentation gem. DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: Materialzertifikate.;m;44.29;Kabelbau
01.11.2496;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 33, Segment 242. Dokumentation gem. DIN 18300, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;87.32;Kabelbau
09.08.2504;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 8, Segment 374. Dokumentation gem. DIN 1045‑2, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;21.61;Kabelbau
05.07.2512;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 37, Segment 212. Dokumentation gem. DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;81.34;Kabelbau
01.07.2520;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Warnband, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 44, Segment 469. Dokumentation gem. DAfStb-Richtlinie, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;66.0;Kabelbau
09.02.2528;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 20, Segment 96. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;74.46;Kabelbau
05.12.2536;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 27, Segment 417. Dokumentation gem. DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;46.7;Kabelbau
01.08.2544;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 15, Segment 384. Dokumentation gem. DIN 18300, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;42.24;Kabelbau
09.08.2552;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 41, Segment 373. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;56.6;Kabelbau
05.10.2560;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Warnband, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 30, Segment 116. Dokumentation gem. DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;6.74;Kabelbau
01.04.2568;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 12, Segment 3. Dokumentation gem. DIN 4124, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;4.91;Kabelbau
09.06.2576;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 46, Segment 203. Dokumentation gem. DAfStb-Richtlinie, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;83.36;Kabelbau
05.05.2584;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 23, Segment 25. Dokumentation gem. DIN 1998, DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;39.34;Kabelbau
01.10.2592;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 27, Segment 342. Dokumentation gem. DIN 18300, DIN 4124. Abrechnung nach m. Nachweis: Messprotokoll.;m;61.06;Kabelbau
09.01.2600;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 16, Segment 448. Dokumentation gem. DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;62.39;Kabelbau
05.02.2608;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 10, Segment 469. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;18.49;Kabelbau
01.07.2616;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 22, Segment 488. Dokumentation gem. DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;63.25;Kabelbau
09.09.2624;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 25, Segment 291. Dokumentation gem. DIN 1045‑2, DIN 18300, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;28.07;Kabelbau
05.07.2632;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 5x10 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 29, Segment 349. Dokumentation gem. DIN 18300, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;13.03;Kabelbau
01.03.2640;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 42, Segment 226. Dokumentation gem. DIN 18300, DIN 1998, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;67.53;Kabelbau
09.05.2648;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 38, Segment 404. Dokumentation gem. DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;32.97;Kabelbau
05.04.2656;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 3x50 mit Warnband, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 45, Segment 40. Dokumentation gem. DIN 18300, DIN EN 1610. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;83.14;Kabelbau
01.02.2664;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 6, Segment 16. Dokumentation gem. DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;60.31;Kabelbau
09.03.2672;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 31, Segment 142. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;5.97;Kabelbau
05.12.2680;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 50, Segment 140. Dokumentation gem. DAfStb-Richtlinie, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;44.45;Kabelbau
01.02.2688;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 5x10 mit Betonplatte, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 50, Segment 245. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;22.47;Kabelbau
09.08.2696;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 19, Segment 271. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;16.63;Kabelbau
05.05.2704;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 10, Segment 320. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;38.4;Kabelbau
01.07.2712;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 5x10 mit Kabelschutzrohr DN110, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 9, Segment 262. Dokumentation gem. DIN 1045‑2, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;32.19;Kabelbau
09.04.2720;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 31, Segment 361. Dokumentation gem. DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;60.04;Kabelbau
05.03.2728;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 33, Segment 144. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;56.85;Kabelbau
01.11.2736;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse H07RN-F 5G16 mit Kabelschutzrohr DN110, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 28, Segment 446. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;11.51;Kabelbau
09.07.2744;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥20 cm, Warnband. Streckenkilometer. Abschnitt 26, Segment 38. Dokumentation gem. DIN 1998, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;58.49;Kabelbau
05.12.2752;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 25, Segment 341. Dokumentation gem. DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;27.6;Kabelbau
01.06.2760;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 4x16 mit Warnband, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 23, Segment 22. Dokumentation gem. DIN 1045‑2, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;86.41;Kabelbau
09.09.2768;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 9, Segment 265. Dokumentation gem. DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;32.93;Kabelbau
05.08.2776;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 14, Segment 406. Dokumentation gem. DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;49.84;Kabelbau
01.04.2784;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 7, Segment 152. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;64.13;Kabelbau
09.08.2792;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Streckenkilometer. Abschnitt 17, Segment 86. Dokumentation gem. DIN 4124, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;18.94;Kabelbau
05.10.2800;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Warnband, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 7, Segment 369. Dokumentation gem. DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;47.13;Kabelbau
01.05.2808;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse N2XY 4x25 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 15, Segment 289. Dokumentation gem. DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;63.09;Kabelbau
09.10.2816;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse N2XY 4x25 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 50, Segment 129. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;57.07;Kabelbau
05.06.2824;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 22, Segment 272. Dokumentation gem. DIN 1045‑2, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;61.23;Kabelbau
01.11.2832;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 34, Segment 386. Dokumentation gem. DIN 4124, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;78.88;Kabelbau
09.09.2840;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 6, Segment 275. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;64.18;Kabelbau
05.02.2848;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Warnband, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 25, Segment 70. Dokumentation gem. DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: As‑Built.;m;73.67;Kabelbau
01.02.2856;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Sandbettung, Sandbettung ≥15 cm, Warnband. Markerband. Abschnitt 39, Segment 399. Dokumentation gem. DIN 1045‑2, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;31.55;Kabelbau
09.04.2864;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Schachtbeschriftung. Abschnitt 28, Segment 474. Dokumentation gem. ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;26.45;Kabelbau
05.02.2872;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥15 cm, Warnband. Schachtbeschriftung. Abschnitt 38, Segment 481. Dokumentation gem. DIN 1045‑2, DIN 18300, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;87.37;Kabelbau
01.01.2880;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 40, Segment 222. Dokumentation gem. DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;42.13;Kabelbau
09.01.2888;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 5x10 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 30, Segment 225. Dokumentation gem. DAfStb-Richtlinie, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;41.76;Kabelbau
05.06.2896;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 41, Segment 15. Dokumentation gem. DAfStb-Richtlinie, DIN 18300, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;55.09;Kabelbau
01.09.2904;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse N2XY 4x25 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Markerband. Abschnitt 4, Segment 116. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;5.85;Kabelbau
09.09.2912;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 4x16 mit Doppelrohr DN125, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 4, Segment 180. Dokumentation gem. DIN 1998, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;49.54;Kabelbau
05.06.2920;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 7, Segment 301. Dokumentation gem. DIN 18300, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;74.61;Kabelbau
